group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
knn search,brute force,4096,,,714633200.0,ns,1
knn search,brute force,4096,,,725170200.0,ns,1
knn search,brute force,4096,,,714283000.0,ns,1
knn search,brute force,4096,,,717807200.0,ns,1
knn search,brute force,4096,,,714338300.0,ns,1
knn search,brute force,4096,,,718721500.0,ns,1
knn search,brute force,4096,,,717828300.0,ns,1
knn search,brute force,4096,,,714938300.0,ns,1
knn search,brute force,4096,,,718605900.0,ns,1
knn search,brute force,4096,,,722198900.0,ns,1
knn search,brute force,4096,,,718154800.0,ns,1
knn search,brute force,4096,,,717676000.0,ns,1
knn search,brute force,4096,,,713964500.0,ns,1
knn search,brute force,4096,,,714719700.0,ns,1
knn search,brute force,4096,,,714817900.0,ns,1
knn search,brute force,4096,,,716705300.0,ns,1
knn search,brute force,4096,,,720479600.0,ns,1
knn search,brute force,4096,,,718462800.0,ns,1
knn search,brute force,4096,,,717146700.0,ns,1
knn search,brute force,4096,,,714416300.0,ns,1
knn search,brute force,4096,,,714266400.0,ns,1
knn search,brute force,4096,,,714898900.0,ns,1
knn search,brute force,4096,,,721228800.0,ns,1
knn search,brute force,4096,,,719457900.0,ns,1
knn search,brute force,4096,,,718250400.0,ns,1
knn search,brute force,4096,,,719730700.0,ns,1
knn search,brute force,4096,,,716587100.0,ns,1
knn search,brute force,4096,,,715738000.0,ns,1
knn search,brute force,4096,,,716656900.0,ns,1
knn search,brute force,4096,,,716412300.0,ns,1
knn search,brute force,4096,,,719315700.0,ns,1
knn search,brute force,4096,,,717254400.0,ns,1
knn search,brute force,4096,,,715062300.0,ns,1
knn search,brute force,4096,,,714894000.0,ns,1
knn search,brute force,4096,,,716934900.0,ns,1
knn search,brute force,4096,,,717028200.0,ns,1
knn search,brute force,4096,,,722965600.0,ns,1
knn search,brute force,4096,,,719032400.0,ns,1
knn search,brute force,4096,,,720012600.0,ns,1
knn search,brute force,4096,,,720805800.0,ns,1
knn search,brute force,4096,,,714937500.0,ns,1
knn search,brute force,4096,,,716264400.0,ns,1
knn search,brute force,4096,,,717552700.0,ns,1
knn search,brute force,4096,,,716450000.0,ns,1
knn search,brute force,4096,,,721785100.0,ns,1
knn search,brute force,4096,,,720404800.0,ns,1
knn search,brute force,4096,,,714754400.0,ns,1
knn search,brute force,4096,,,714693900.0,ns,1
knn search,brute force,4096,,,717651500.0,ns,1
knn search,brute force,4096,,,714744200.0,ns,1
knn search,brute force,4096,,,719545100.0,ns,1
knn search,brute force,4096,,,721109000.0,ns,1
knn search,brute force,4096,,,721271100.0,ns,1
knn search,brute force,4096,,,716694000.0,ns,1
knn search,brute force,4096,,,718114900.0,ns,1
knn search,brute force,4096,,,715358000.0,ns,1
knn search,brute force,4096,,,715375600.0,ns,1
knn search,brute force,4096,,,715128400.0,ns,1
knn search,brute force,4096,,,718448400.0,ns,1
knn search,brute force,4096,,,717976000.0,ns,1
knn search,brute force,4096,,,720421400.0,ns,1
knn search,brute force,4096,,,714206300.0,ns,1
knn search,brute force,4096,,,715370300.0,ns,1
knn search,brute force,4096,,,718939400.0,ns,1
knn search,brute force,4096,,,719824000.0,ns,1
knn search,brute force,4096,,,720696300.0,ns,1
knn search,brute force,4096,,,717094900.0,ns,1
knn search,brute force,4096,,,725426800.0,ns,1
knn search,brute force,4096,,,717400300.0,ns,1
knn search,brute force,4096,,,715143500.0,ns,1
knn search,brute force,4096,,,715725000.0,ns,1
knn search,brute force,4096,,,714381800.0,ns,1
knn search,brute force,4096,,,719665500.0,ns,1
knn search,brute force,4096,,,719204700.0,ns,1
knn search,brute force,4096,,,714850900.0,ns,1
knn search,brute force,4096,,,714966100.0,ns,1
knn search,brute force,4096,,,716187200.0,ns,1
knn search,brute force,4096,,,720437100.0,ns,1
knn search,brute force,4096,,,714445400.0,ns,1
knn search,brute force,4096,,,718918700.0,ns,1
knn search,brute force,4096,,,720163100.0,ns,1
knn search,brute force,4096,,,723200400.0,ns,1
knn search,brute force,4096,,,715762500.0,ns,1
knn search,brute force,4096,,,719059500.0,ns,1
knn search,brute force,4096,,,713344400.0,ns,1
knn search,brute force,4096,,,717879400.0,ns,1
knn search,brute force,4096,,,720055700.0,ns,1
knn search,brute force,4096,,,717557000.0,ns,1
knn search,brute force,4096,,,714687900.0,ns,1
knn search,brute force,4096,,,721886600.0,ns,1
knn search,brute force,4096,,,716236700.0,ns,1
knn search,brute force,4096,,,714890900.0,ns,1
knn search,brute force,4096,,,719966300.0,ns,1
knn search,brute force,4096,,,724192800.0,ns,1
knn search,brute force,4096,,,718929000.0,ns,1
knn search,brute force,4096,,,721564500.0,ns,1
knn search,brute force,4096,,,739022500.0,ns,1
knn search,brute force,4096,,,808065200.0,ns,1
knn search,brute force,4096,,,780339100.0,ns,1
knn search,brute force,4096,,,768567100.0,ns,1
