group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
knn search,brute force,256,,,50988300.0,ns,17
knn search,brute force,256,,,49908200.0,ns,17
knn search,brute force,256,,,49832400.0,ns,17
knn search,brute force,256,,,49845800.0,ns,17
knn search,brute force,256,,,49304100.0,ns,17
knn search,brute force,256,,,49519000.0,ns,17
knn search,brute force,256,,,50095800.0,ns,17
knn search,brute force,256,,,49387600.0,ns,17
knn search,brute force,256,,,49374600.0,ns,17
knn search,brute force,256,,,49297900.0,ns,17
knn search,brute force,256,,,49414800.0,ns,17
knn search,brute force,256,,,49577200.0,ns,17
knn search,brute force,256,,,59157600.0,ns,17
knn search,brute force,256,,,49392000.0,ns,17
knn search,brute force,256,,,49654800.0,ns,17
knn search,brute force,256,,,49427300.0,ns,17
knn search,brute force,256,,,49733500.0,ns,17
knn search,brute force,256,,,49478600.0,ns,17
knn search,brute force,256,,,51646100.0,ns,17
knn search,brute force,256,,,50107900.0,ns,17
knn search,brute force,256,,,50777300.0,ns,17
knn search,brute force,256,,,49883300.0,ns,17
knn search,brute force,256,,,50194100.0,ns,17
knn search,brute force,256,,,49951500.0,ns,17
knn search,brute force,256,,,49651900.0,ns,17
knn search,brute force,256,,,49544100.0,ns,17
knn search,brute force,256,,,50833500.0,ns,17
knn search,brute force,256,,,49808700.0,ns,17
knn search,brute force,256,,,49531100.0,ns,17
knn search,brute force,256,,,49422100.0,ns,17
knn search,brute force,256,,,49377700.0,ns,17
knn search,brute force,256,,,49111200.0,ns,17
knn search,brute force,256,,,58066800.0,ns,17
knn search,brute force,256,,,49134600.0,ns,17
knn search,brute force,256,,,49433700.0,ns,17
knn search,brute force,256,,,49792100.0,ns,17
knn search,brute force,256,,,49483300.0,ns,17
knn search,brute force,256,,,50030100.0,ns,17
knn search,brute force,256,,,51086400.0,ns,17
knn search,brute force,256,,,49791100.0,ns,17
knn search,brute force,256,,,50789700.0,ns,17
knn search,brute force,256,,,49341700.0,ns,17
knn search,brute force,256,,,49596500.0,ns,17
knn search,brute force,256,,,49667300.0,ns,17
knn search,brute force,256,,,49086900.0,ns,17
knn search,brute force,256,,,49249600.0,ns,17
knn search,brute force,256,,,49896300.0,ns,17
knn search,brute force,256,,,49180000.0,ns,17
knn search,brute force,256,,,49463200.0,ns,17
knn search,brute force,256,,,49512800.0,ns,17
knn search,brute force,256,,,50091600.0,ns,17
knn search,brute force,256,,,49417800.0,ns,17
knn search,brute force,256,,,50079600.0,ns,17
knn search,brute force,256,,,49403500.0,ns,17
knn search,brute force,256,,,49393000.0,ns,17
knn search,brute force,256,,,49482100.0,ns,17
knn search,brute force,256,,,49503600.0,ns,17
knn search,brute force,256,,,49398500.0,ns,17
knn search,brute force,256,,,49677100.0,ns,17
knn search,brute force,256,,,49415000.0,ns,17
knn search,brute force,256,,,50232400.0,ns,17
knn search,brute force,256,,,49543600.0,ns,17
knn search,brute force,256,,,49652000.0,ns,17
knn search,brute force,256,,,50073100.0,ns,17
knn search,brute force,256,,,49726000.0,ns,17
knn search,brute force,256,,,49397500.0,ns,17
knn search,brute force,256,,,50051200.0,ns,17
knn search,brute force,256,,,49211000.0,ns,17
knn search,brute force,256,,,48986300.0,ns,17
knn search,brute force,256,,,49339200.0,ns,17
knn search,brute force,256,,,49172500.0,ns,17
knn search,brute force,256,,,49893000.0,ns,17
knn search,brute force,256,,,49454500.0,ns,17
knn search,brute force,256,,,49512600.0,ns,17
knn search,brute force,256,,,49146200.0,ns,17
knn search,brute force,256,,,49674500.0,ns,17
knn search,brute force,256,,,49039700.0,ns,17
knn search,brute force,256,,,49202100.0,ns,17
knn search,brute force,256,,,49577600.0,ns,17
knn search,brute force,256,,,49358600.0,ns,17
knn search,brute force,256,,,50267700.0,ns,17
knn search,brute force,256,,,49245400.0,ns,17
knn search,brute force,256,,,49418000.0,ns,17
knn search,brute force,256,,,49843700.0,ns,17
knn search,brute force,256,,,49432300.0,ns,17
knn search,brute force,256,,,49617600.0,ns,17
knn search,brute force,256,,,49902200.0,ns,17
knn search,brute force,256,,,49565300.0,ns,17
knn search,brute force,256,,,49443600.0,ns,17
knn search,brute force,256,,,49291000.0,ns,17
knn search,brute force,256,,,49541100.0,ns,17
knn search,brute force,256,,,49503100.0,ns,17
knn search,brute force,256,,,49406700.0,ns,17
knn search,brute force,256,,,49446900.0,ns,17
knn search,brute force,256,,,49661600.0,ns,17
knn search,brute force,256,,,49837200.0,ns,17
knn search,brute force,256,,,49421400.0,ns,17
knn search,brute force,256,,,49510700.0,ns,17
knn search,brute force,256,,,50077600.0,ns,17
knn search,brute force,256,,,49218100.0,ns,17
