group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
knn search,vptree,512,,,1456200.0,ns,1
knn search,vptree,512,,,2700500.0,ns,2
knn search,vptree,512,,,4044900.0,ns,3
knn search,vptree,512,,,5369600.0,ns,4
knn search,vptree,512,,,6710700.0,ns,5
knn search,vptree,512,,,8046000.0,ns,6
knn search,vptree,512,,,9532700.0,ns,7
knn search,vptree,512,,,10791000.0,ns,8
knn search,vptree,512,,,12321700.0,ns,9
knn search,vptree,512,,,13548800.0,ns,10
knn search,vptree,512,,,14982900.0,ns,11
knn search,vptree,512,,,16118200.0,ns,12
knn search,vptree,512,,,17651700.0,ns,13
knn search,vptree,512,,,18605100.0,ns,14
knn search,vptree,512,,,19906800.0,ns,15
knn search,vptree,512,,,20879000.0,ns,16
knn search,vptree,512,,,23202500.0,ns,17
knn search,vptree,512,,,24438300.0,ns,18
knn search,vptree,512,,,25477600.0,ns,19
knn search,vptree,512,,,26451700.0,ns,20
knn search,vptree,512,,,28415000.0,ns,21
knn search,vptree,512,,,29153000.0,ns,22
knn search,vptree,512,,,30615100.0,ns,23
knn search,vptree,512,,,31692300.0,ns,24
knn search,vptree,512,,,33123500.0,ns,25
knn search,vptree,512,,,34548700.0,ns,26
knn search,vptree,512,,,35955700.0,ns,27
knn search,vptree,512,,,37261400.0,ns,28
knn search,vptree,512,,,38433500.0,ns,29
knn search,vptree,512,,,39858900.0,ns,30
knn search,vptree,512,,,41153500.0,ns,31
knn search,vptree,512,,,42566900.0,ns,32
knn search,vptree,512,,,44793700.0,ns,33
knn search,vptree,512,,,45282600.0,ns,34
knn search,vptree,512,,,46994600.0,ns,35
knn search,vptree,512,,,47811800.0,ns,36
knn search,vptree,512,,,49715500.0,ns,37
knn search,vptree,512,,,51158600.0,ns,38
knn search,vptree,512,,,51985400.0,ns,39
knn search,vptree,512,,,54694800.0,ns,40
knn search,vptree,512,,,55279400.0,ns,41
knn search,vptree,512,,,56096000.0,ns,42
knn search,vptree,512,,,58436100.0,ns,43
knn search,vptree,512,,,58403100.0,ns,44
knn search,vptree,512,,,59214200.0,ns,45
knn search,vptree,512,,,61085400.0,ns,46
knn search,vptree,512,,,62271600.0,ns,47
knn search,vptree,512,,,63519900.0,ns,48
knn search,vptree,512,,,64581600.0,ns,49
knn search,vptree,512,,,65994900.0,ns,50
knn search,vptree,512,,,78407100.0,ns,51
knn search,vptree,512,,,86378600.0,ns,52
knn search,vptree,512,,,71132300.0,ns,53
knn search,vptree,512,,,74277000.0,ns,54
knn search,vptree,512,,,75962100.0,ns,55
knn search,vptree,512,,,79836700.0,ns,56
knn search,vptree,512,,,83216600.0,ns,57
knn search,vptree,512,,,79221400.0,ns,58
knn search,vptree,512,,,79523700.0,ns,59
knn search,vptree,512,,,80217100.0,ns,60
knn search,vptree,512,,,81121000.0,ns,61
knn search,vptree,512,,,82703800.0,ns,62
knn search,vptree,512,,,83739500.0,ns,63
knn search,vptree,512,,,89016900.0,ns,64
knn search,vptree,512,,,85798300.0,ns,65
knn search,vptree,512,,,87402100.0,ns,66
knn search,vptree,512,,,89111600.0,ns,67
knn search,vptree,512,,,94776000.0,ns,68
knn search,vptree,512,,,94946200.0,ns,69
knn search,vptree,512,,,94294400.0,ns,70
knn search,vptree,512,,,94318200.0,ns,71
knn search,vptree,512,,,96206000.0,ns,72
knn search,vptree,512,,,96905400.0,ns,73
knn search,vptree,512,,,99574600.0,ns,74
knn search,vptree,512,,,100076900.0,ns,75
knn search,vptree,512,,,101584700.0,ns,76
knn search,vptree,512,,,102025700.0,ns,77
knn search,vptree,512,,,106084600.0,ns,78
knn search,vptree,512,,,105057300.0,ns,79
knn search,vptree,512,,,106588200.0,ns,80
knn search,vptree,512,,,108221200.0,ns,81
knn search,vptree,512,,,109263700.0,ns,82
knn search,vptree,512,,,110407100.0,ns,83
knn search,vptree,512,,,113071300.0,ns,84
knn search,vptree,512,,,114164800.0,ns,85
knn search,vptree,512,,,114911000.0,ns,86
knn search,vptree,512,,,117480200.0,ns,87
knn search,vptree,512,,,119422800.0,ns,88
knn search,vptree,512,,,117478600.0,ns,89
knn search,vptree,512,,,119287700.0,ns,90
knn search,vptree,512,,,122641400.0,ns,91
knn search,vptree,512,,,123646000.0,ns,92
knn search,vptree,512,,,124560700.0,ns,93
knn search,vptree,512,,,124871100.0,ns,94
knn search,vptree,512,,,133283100.0,ns,95
knn search,vptree,512,,,127034900.0,ns,96
knn search,vptree,512,,,128554400.0,ns,97
knn search,vptree,512,,,130053300.0,ns,98
knn search,vptree,512,,,132795800.0,ns,99
knn search,vptree,512,,,134354700.0,ns,100
